user_id,age,plan_type,account_age_days,churned,days_since_last_login,total_watch_time_30d,avg_rating,num_ratings,churn_probability,predicted_churn
U1238,50,Premium,728,0,26.0,65.0,3.25,4.0,0.502753170208855,1
U2117,48,Basic,367,1,13.0,83.0,2.333333333333333,6.0,0.5027440362481707,1
U3059,24,Premium,0,1,17.0,71.0,3.0,1.0,0.5026996418980869,1
U1700,50,Basic,1,0,25.0,0.0,3.0,5.0,0.502667591088901,1
U3508,38,Premium,3,0,14.0,56.0,2.0,4.0,0.5026630472803065,1
U2520,45,Basic,632,0,18.0,79.0,2.6666666666666665,6.0,0.5026356310965899,1
U4664,32,Basic,413,1,5.0,113.0,3.2,5.0,0.5025371936340309,1
U4791,37,Basic,103,1,22.0,61.0,3.333333333333333,3.0,0.5024587463233174,1
U4713,45,Basic,579,0,4.0,57.0,3.333333333333333,3.0,0.5024034828181817,1
U5087,45,Basic,320,0,22.0,113.0,3.333333333333333,3.0,0.5023526552074775,1
U2245,42,Basic,458,0,22.0,56.0,3.333333333333333,3.0,0.5023503411717368,1
U1224,31,Basic,190,1,18.0,58.0,3.333333333333333,3.0,0.5023151946797458,1
U5022,47,Basic,141,0,26.0,0.0,3.4,5.0,0.502248103393576,1
U5619,20,Basic,451,0,42.0,0.0,2.6666666666666665,6.0,0.502124888577029,1
U5805,39,Premium,717,1,40.0,59.0,3.0,1.0,0.502112683573157,1
U5543,30,Premium,724,0,24.0,117.0,3.5,2.0,0.5021120639526475,1
U3645,52,Premium,447,0,23.0,105.0,2.833333333333333,6.0,0.5021113271046176,1
U4626,50,Premium,267,0,2.0,61.0,3.0,2.0,0.5021097066568418,1
U3549,50,Premium,83,1,1.0,66.0,3.0,2.0,0.5021097066568418,1
U2655,33,Basic,726,0,5.0,54.0,3.0,1.0,0.5020905530947882,1
U2155,21,Basic,622,0,5.0,52.0,3.333333333333333,3.0,0.502089320914682,1
U4344,27,Basic,73,0,38.0,0.0,3.2,5.0,0.5020859028665904,1
U1627,55,Premium,166,0,26.0,102.0,3.25,4.0,0.5020638878078847,1
U1813,46,Basic,205,0,6.0,28.0,3.333333333333333,3.0,0.5020614431083317,1
U1295,48,Basic,144,0,3.0,58.0,3.0,2.0,0.5020386560179859,1
U5309,18,Basic,98,0,1.0,63.0,3.0,3.0,0.5020386560179859,1
U1363,28,Premium,609,0,8.0,74.0,3.333333333333333,3.0,0.5020290633175608,1
U5465,25,Premium,727,0,5.0,0.0,3.0,1.0,0.5020253207757132,1
U1398,39,Premium,725,0,1.0,0.0,3.0,1.0,0.5020253207757132,1
U3525,27,Premium,215,0,18.0,62.0,2.6,5.0,0.5020101295648941,1
U1957,38,Basic,83,0,26.0,0.0,3.333333333333333,3.0,0.5020083014618868,1
U1107,29,Basic,151,1,24.0,0.0,3.333333333333333,3.0,0.5020083014618868,1
U1817,26,Basic,384,0,26.0,0.0,3.333333333333333,3.0,0.5020083014618868,1
U2561,48,Premium,231,0,3.0,117.0,2.0,1.0,0.5020036155410018,1
U5374,42,Premium,257,0,0.0,84.0,2.0,1.0,0.5020036155410018,1
U2144,32,Premium,134,0,6.0,79.0,2.5,2.0,0.5020036155410018,1
U3904,31,Premium,195,0,3.0,113.0,3.0,1.0,0.5020036155410018,1
U2480,18,Premium,246,1,4.0,103.0,2.0,2.0,0.5020036155410018,1
U3649,48,Premium,434,0,1.0,61.0,3.0,2.0,0.5020013015052611,1
U3330,24,Basic,273,0,24.0,60.0,2.5,2.0,0.501985514371541,1
U3034,55,Premium,0,0,7.0,48.0,1.0,2.0,0.5019846547450851,1
U5967,28,Premium,719,0,25.0,0.0,3.0,2.0,0.5019721791292682,1
U2491,39,Standard,409,0,7.0,70.0,2.6666666666666665,6.0,0.5019664010475551,1
U5849,50,Basic,190,1,35.0,80.0,2.4,5.0,0.5019570246604047,1
U2059,42,Basic,722,1,3.0,33.0,3.0,4.0,0.5019542701368571,1
U3165,47,Basic,718,0,2.0,0.0,2.333333333333333,3.0,0.5019542701368571,1
U2333,19,Basic,473,0,3.0,0.0,3.333333333333333,3.0,0.5019530379567511,1
U5527,19,Basic,449,0,0.0,0.0,3.25,4.0,0.5019530379567511,1
U4978,47,Premium,195,0,26.0,81.0,2.0,1.0,0.501950473894557,1
U3119,21,Premium,335,0,25.0,11.0,3.333333333333333,3.0,0.5019366663671223,1
U1273,23,Basic,379,0,3.0,100.0,2.0,1.0,0.501932564902146,1
U3881,36,Basic,202,0,6.0,111.0,3.0,2.0,0.501932564902146,1
U3396,42,Basic,681,0,4.0,56.0,2.5,4.0,0.5019302508664052,1
U3023,35,Premium,259,0,9.0,67.0,3.0,1.0,0.5019130133668254,1
U3103,32,Premium,351,0,7.0,63.0,3.0,2.0,0.5019130133668254,1
U4991,28,Basic,1,0,69.0,0.0,3.25,4.0,0.501912277562674,1
U1905,34,Premium,288,0,3.0,58.0,3.5,2.0,0.5019052377346305,1
U2093,42,Premium,287,0,11.0,106.0,3.0,5.0,0.5019040384490542,1
U1097,29,Basic,721,0,24.0,16.0,3.0,3.0,0.5019011284904124,1
U5965,42,Basic,723,1,18.0,118.0,4.0,1.0,0.50189746167022,1
U1538,32,Premium,544,0,3.0,111.0,3.0,2.0,0.5018952103894212,1
U5280,35,Premium,248,0,30.0,63.0,2.5,2.0,0.5018943644834114,1
U4779,46,Basic,294,0,23.0,92.0,2.0,1.0,0.501879423255701,1
U4431,26,Basic,242,0,26.0,107.0,3.0,3.0,0.501879423255701,1
U5582,47,Basic,276,0,8.0,0.0,3.333333333333333,3.0,0.5018647498183152,1
U5923,42,Basic,106,0,9.0,0.0,3.333333333333333,3.0,0.5018647498183152,1
U1265,35,Basic,87,0,7.0,0.0,3.333333333333333,3.0,0.5018647498183152,1
U3891,31,Basic,274,0,0.0,279.0,2.0,1.0,0.5018572858189637,1
U2375,25,Premium,270,0,22.0,63.0,3.5,2.0,0.5018520960881855,1
U5895,32,Standard,1,0,16.0,0.0,2.5,2.0,0.501851376135319,1
U5912,45,Basic,70,1,36.0,0.0,3.333333333333333,3.0,0.5018461009349012,1
U1462,22,Premium,703,0,25.0,97.0,3.0,2.0,0.5018420687429763,1
U2705,33,Basic,157,0,20.0,62.0,3.0,1.0,0.5018419627279694,1
U3912,40,Standard,3,1,36.0,5.0,3.0,1.0,0.5018327272519051,1
U2781,18,Standard,1,1,35.0,0.0,2.0,1.0,0.5018327272519051,1
U4036,44,Standard,391,0,1.0,92.0,3.25,4.0,0.5018302497419809,1
